BARID,REGION,DSID,NPROJ,COST,PREPASS_CO,PREPASS_CH,PREPASS_ST,PREPASS_CT,PREPASS_CU,PREPASS_FISH,PREPASS_AgrInf,POSTPASS,sCO,sCH,sST,sCT,sCU,sAgri_Current,sRoadRail_Current,sInundHab_Current,sBuilding_Current,sPublicUse_Current,sAgri_Future,sRoadRail_Future,sInundHab_Future,sBuilding_Future,sPublicUse_Future,Coho_salmon,Chinook_salmon,Steelhead,Cutthroat_Trout,Chum,Agri_Current,RoadRail_Current,InundHab_Current,Building_Current,PublicUse_Current,Agri_Future,RoadRail_Future,InundHab_Future,Building_Future,PublicUse_Future,BarrierType,Name,PrimaryTG,DominantTG,Exclude_Reason,POINT_X,POINT_Y
92ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2325798,43.1952881
92ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.0859769,43.37836117
93ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2303179,43.19459351
93ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0,0,0,0.066708668,0,0.038220181,0.001655001,0.038239211,0,0,0.044367508,0.103229196,0,0.004098361,0,,,,1.535079324,,67.43175507,0.004278988,68.69785309,,,84.59634399,0.387824506,,1,,Tide gate,,1,0,,-124.0896426,43.3855694
94ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2285207,43.19322503
94ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.0897289,43.38598229
95ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2267009,43.19239806
95ts2,Coos,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,Non-primary,-124.0898913,43.38698532
96ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2265627,43.19239192
96ts2,Coos,NA,1,60000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008853492,0,0.00872387,0,0,0.010883645,0,0,0,0,,,,0,,15.62019062,,15.67268562,,,20.75204659,,,,,Tide gate,,1,0,,-124.0893078,43.38346869
97ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2257886,43.19182651
97ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0.109406548,0,0.113000001,0.076880979,0,0.00504476,0.07510271,0.007113123,0.054054054,0,0.01310748,0.267165236,0.016791816,0.139344262,0.206896552,1.638490651,,1.311874382,1.769161425,,8.900455475,0.19417727,12.77893257,10,,24.99227333,1.003720164,31.68373108,34,6,Tide gate,,1,0,,-124.2121917,43.36581452
9873fs2,Coos,99ts2,1,300000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Upstream,,0,0,,-124.1981277,43.52022164
98ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2247231,43.19113748
98ts2,Coos,NA,1,200000,0,0,0,0,0,0,0,1,0.062100088,0,0.107201436,0.073569436,0,0.006875871,0.034602464,0.007083818,0,0,0.006824557,0.025418689,0.007885286,0,0,0.93002124,,1.244555901,1.692957228,,12.13107967,0.089464307,12.72628498,,,13.01250839,0.095496148,14.87839603,,,Tide gate,,1,0,,-124.2194584,43.25947233
99ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2220298,43.18808191
99ts2,Coos,NA,1,1000000,0.800000012,0.800000012,0.800000012,0.800000012,0,0,0,1,0.416124101,0,0.664885469,0.667477333,0,0.143658192,0.749816102,0.169437258,0.021621622,0.454545455,0.167151584,0.725480864,0.194548196,0.032786885,0.206896552,6.231943707,,7.718992991,15.35978294,,253.4557343,1.938641667,304.3989563,4,5,318.7109985,2.725578308,367.0843506,8,6,Tide gate,,1,1,,-124.2202945,43.49068901
9ts1,Coquille,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,Tide gate,,0,0,,-124.2749887,43.17404453
9ts2,Coos,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.022377226,0.145968045,0.024446971,0.021621622,0,0.020846138,0.105644223,0.02397038,0.016393443,0,,,,0,,39.48007584,0.377398849,43.91969299,4,,39.747715,0.396897584,45.22864532,4,,Tide gate,,1,0,,-124.1580442,43.3284982
9ts5,Umpqua,NA,1,85000,0,0,0,0,0,0,0,1,0,0,0,0.015517272,0,0.001166918,0.108227109,0.023072205,0,0,0.001872517,0.1041858,0.022846596,0.008196721,0,,,,0.357078678,,2.058790684,0.279820055,41.44988632,,,3.570361853,0.391418397,43.10822678,2,,Tide gate,Butler Cr Farms,1,0,,-124.0639667,43.6996
